,City Name,Package,Variety,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Item Size,Color,Repack,Year,Month
26,BALTIMORE,36 inch bins,HOWDEN TYPE,2017-09-30,150.0,160.0,150.0,160.0,MARYLAND,med-lge,ORANGE,N,2017,9
27,BALTIMORE,24 inch bins,HOWDEN WHITE TYPE,2017-09-23,160.0,180.0,160.0,180.0,MARYLAND,med,ORANGE,N,2017,9
28,BALTIMORE,24 inch bins,HOWDEN WHITE TYPE,2017-09-30,180.0,180.0,180.0,180.0,MARYLAND,med,ORANGE,N,2017,9
29,BALTIMORE,24 inch bins,CINDERELLA,2017-06-03,380.0,380.0,380.0,380.0,PENNSYLVANIA,xlge,ORANGE,E,2017,6
30,BALTIMORE,24 inch bins,CINDERELLA,2017-06-10,380.0,380.0,380.0,380.0,PENNSYLVANIA,xlge,ORANGE,E,2017,6
31,BALTIMORE,24 inch bins,CINDERELLA,2017-06-17,380.0,380.0,380.0,380.0,PENNSYLVANIA,xlge,ORANGE,E,2017,6
32,BALTIMORE,24 inch bins,CINDERELLA,2017-08-19,200.0,200.0,200.0,200.0,MEXICO,xlge,ORANGE,N,2017,8
33,BALTIMORE,24 inch bins,CINDERELLA,2017-08-26,200.0,350.0,200.0,350.0,MEXICO,xlge,ORANGE,N,2017,8
34,BALTIMORE,24 inch bins,CINDERELLA,2017-09-02,350.0,350.0,350.0,350.0,MEXICO,xlge,ORANGE,N,2017,9
35,BALTIMORE,24 inch bins,CINDERELLA,2017-09-09,180.0,180.0,180.0,180.0,MARYLAND,xlge,ORANGE,N,2017,9
36,BALTIMORE,24 inch bins,CINDERELLA,2017-09-09,200.0,200.0,200.0,200.0,VIRGINIA,xlge,ORANGE,N,2017,9
37,BALTIMORE,24 inch bins,CINDERELLA,2017-09-16,180.0,200.0,180.0,200.0,MARYLAND,xlge,ORANGE,N,2017,9
38,BALTIMORE,24 inch bins,CINDERELLA,2017-09-16,180.0,200.0,180.0,200.0,VIRGINIA,xlge,ORANGE,N,2017,9
39,BALTIMORE,24 inch bins,CINDERELLA,2017-09-23,340.0,340.0,340.0,340.0,MARYLAND,jbo,ORANGE,N,2017,9
40,BALTIMORE,24 inch bins,CINDERELLA,2017-09-23,240.0,250.0,240.0,250.0,MARYLAND,xlge,ORANGE,N,2017,9
41,BALTIMORE,24 inch bins,CINDERELLA,2017-09-23,200.0,200.0,200.0,200.0,VIRGINIA,xlge,ORANGE,N,2017,9
42,BALTIMORE,24 inch bins,CINDERELLA,2017-09-30,340.0,340.0,340.0,340.0,MARYLAND,jbo,ORANGE,N,2017,9
43,BALTIMORE,24 inch bins,CINDERELLA,2017-09-30,240.0,250.0,240.0,250.0,MARYLAND,xlge,ORANGE,N,2017,9
44,BALTIMORE,24 inch bins,CINDERELLA,2017-09-30,180.0,200.0,180.0,200.0,VIRGINIA,xlge,ORANGE,N,2017,9
45,BALTIMORE,50 lb sacks,CINDERELLA,2017-08-12,29.0,29.0,29.0,29.0,COSTA RICA,lge,ORANGE,N,2017,8
46,BALTIMORE,50 lb sacks,CINDERELLA,2017-08-12,29.0,29.0,29.0,29.0,MEXICO,lge,ORANGE,N,2017,8
47,BALTIMORE,50 lb sacks,CINDERELLA,2017-08-19,28.0,29.0,28.0,29.0,COSTA RICA,lge,ORANGE,N,2017,8
48,BALTIMORE,50 lb sacks,CINDERELLA,2017-08-26,28.0,29.0,28.0,29.0,COSTA RICA,lge,ORANGE,N,2017,8
49,BALTIMORE,50 lb sacks,CINDERELLA,2017-08-26,29.0,29.0,29.0,29.0,FLORIDA,med,ORANGE,N,2017,8
50,BALTIMORE,50 lb sacks,CINDERELLA,2017-09-02,29.0,29.0,29.0,29.0,FLORIDA,med,ORANGE,N,2017,9
51,BALTIMORE,50 lb sacks,CINDERELLA,2017-09-09,15.0,15.0,15.0,15.0,VIRGINIA,lge,ORANGE,N,2017,9
52,BALTIMORE,50 lb sacks,CINDERELLA,2017-09-16,24.0,24.0,24.0,24.0,MEXICO,lge,ORANGE,N,2017,9
53,BALTIMORE,50 lb sacks,CINDERELLA,2017-09-16,15.0,15.0,15.0,15.0,VIRGINIA,lge,ORANGE,N,2017,9
54,BALTIMORE,24 inch bins,FAIRYTALE,2016-09-24,250.0,260.0,250.0,260.0,MARYLAND,xlge,ORANGE,N,2016,9
55,BALTIMORE,24 inch bins,FAIRYTALE,2016-09-24,250.0,260.0,250.0,260.0,VIRGINIA,xlge,ORANGE,N,2016,9
56,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-01,250.0,260.0,250.0,260.0,MARYLAND,xlge,ORANGE,N,2016,10
57,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-01,250.0,260.0,250.0,260.0,VIRGINIA,xlge,ORANGE,N,2016,10
58,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-08,235.0,260.0,235.0,260.0,MARYLAND,xlge,ORANGE,N,2016,10
59,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-08,250.0,260.0,250.0,260.0,VIRGINIA,xlge,ORANGE,N,2016,10
60,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-15,235.0,250.0,235.0,250.0,MARYLAND,xlge,ORANGE,N,2016,10
61,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-22,230.0,240.0,230.0,240.0,MARYLAND,xlge,ORANGE,N,2016,10
62,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-29,220.0,240.0,220.0,230.0,MARYLAND,xlge,ORANGE,N,2016,10
63,BALTIMORE,24 inch bins,FAIRYTALE,2016-10-29,230.0,230.0,230.0,230.0,VIRGINIA,xlge,ORANGE,N,2016,10
64,BALTIMORE,24 inch bins,FAIRYTALE,2016-11-05,200.0,230.0,200.0,230.0,MARYLAND,xlge,ORANGE,N,2016,11
65,BALTIMORE,24 inch bins,FAIRYTALE,2016-11-05,200.0,230.0,200.0,230.0,VIRGINIA,xlge,ORANGE,N,2016,11
66,BALTIMORE,24 inch bins,FAIRYTALE,2016-11-12,200.0,200.0,200.0,200.0,MARYLAND,xlge,ORANGE,N,2016,11
67,BALTIMORE,24 inch bins,FAIRYTALE,2016-11-19,200.0,200.0,200.0,200.0,MARYLAND,xlge,ORANGE,N,2016,11
68,BALTIMORE,24 inch bins,FAIRYTALE,2016-11-19,200.0,230.0,200.0,230.0,VIRGINIA,xlge,ORANGE,N,2016,11
69,BALTIMORE,24 inch bins,FAIRYTALE,2016-11-26,210.0,210.0,210.0,210.0,VIRGINIA,xlge,ORANGE,N,2016,11
70,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-09-24,15.0,15.0,15.0,15.0,DELAWARE,med,ORANGE,N,2016,9
71,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-09-24,18.0,18.0,18.0,18.0,DELAWARE,sml,ORANGE,N,2016,9
72,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-01,18.0,18.0,18.0,18.0,DELAWARE,sml,ORANGE,N,2016,10
73,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-01,17.0,17.0,17.0,17.0,OHIO,med,ORANGE,N,2016,10
74,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-08,15.0,15.0,15.0,15.0,DELAWARE,sml,ORANGE,N,2016,10
75,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-08,18.0,18.0,18.0,18.0,DELAWARE,sml,ORANGE,N,2016,10
76,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-08,17.0,17.0,17.0,17.0,OHIO,med,ORANGE,N,2016,10
77,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-08,17.0,18.5,17.0,18.5,PENNSYLVANIA,sml,ORANGE,N,2016,10
78,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-15,15.0,15.0,15.0,15.0,DELAWARE,sml,ORANGE,N,2016,10
79,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-15,17.0,17.0,17.0,17.0,OHIO,med,ORANGE,N,2016,10
80,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-15,17.0,18.5,17.0,18.5,PENNSYLVANIA,sml,ORANGE,N,2016,10
81,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-22,15.0,15.0,15.0,15.0,DELAWARE,sml,ORANGE,N,2016,10
82,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-22,17.0,17.0,17.0,17.0,OHIO,med,ORANGE,N,2016,10
83,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-22,17.0,18.5,17.0,18.5,PENNSYLVANIA,sml,ORANGE,N,2016,10
84,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-29,15.0,15.0,15.0,15.0,DELAWARE,sml,ORANGE,N,2016,10
85,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-29,16.0,17.0,16.0,17.0,OHIO,med,ORANGE,N,2016,10
86,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2016-10-29,16.0,18.0,16.0,18.0,PENNSYLVANIA,sml,ORANGE,N,2016,10
87,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2017-09-16,18.0,18.0,18.0,18.0,MARYLAND,med,ORANGE,N,2017,9
88,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2017-09-23,16.0,16.0,16.0,16.0,DELAWARE,med,ORANGE,N,2017,9
89,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2017-09-23,18.0,18.0,18.0,18.0,MARYLAND,med,ORANGE,N,2017,9
90,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2017-09-23,16.0,16.0,16.0,16.0,PENNSYLVANIA,med,ORANGE,N,2017,9
91,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2017-09-30,16.0,16.0,16.0,16.0,DELAWARE,med,ORANGE,N,2017,9
92,BALTIMORE,1 1/9 bushel cartons,PIE TYPE,2017-09-30,16.0,16.0,16.0,16.0,PENNSYLVANIA,med,ORANGE,N,2017,9
93,BALTIMORE,24 inch bins,PIE TYPE,2016-09-24,160.0,160.0,160.0,160.0,VIRGINIA,sml,ORANGE,N,2016,9
94,BALTIMORE,24 inch bins,PIE TYPE,2017-09-23,200.0,200.0,200.0,200.0,MARYLAND,sml,ORANGE,N,2017,9
95,BALTIMORE,24 inch bins,PIE TYPE,2017-09-30,190.0,200.0,190.0,200.0,MARYLAND,sml,ORANGE,N,2017,9
96,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-09-24,50.0,60.0,50.0,60.0,MARYLAND,sml,WHITE,N,2016,9
97,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-09-24,50.0,60.0,50.0,60.0,MARYLAND,sml,WHITE,N,2016,9
98,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-09-24,50.0,60.0,50.0,60.0,VIRGINIA,sml,WHITE,N,2016,9
99,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-01,50.0,60.0,50.0,60.0,MARYLAND,sml,WHITE,N,2016,10
100,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-01,50.0,60.0,50.0,60.0,MARYLAND,sml,WHITE,N,2016,10
101,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-01,50.0,60.0,50.0,60.0,VIRGINIA,sml,WHITE,N,2016,10
102,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,50.0,60.0,50.0,60.0,MARYLAND,sml,WHITE,N,2016,10
103,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,50.0,60.0,50.0,60.0,MARYLAND,sml,WHITE,N,2016,10
104,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,50.0,60.0,50.0,60.0,MARYLAND,jbo,WHITE,N,2016,10
105,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,40.0,60.0,40.0,60.0,MARYLAND,lge,WHITE,N,2016,10
106,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,40.0,60.0,40.0,60.0,MARYLAND,med,WHITE,N,2016,10
107,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,50.0,60.0,50.0,60.0,VIRGINIA,sml,WHITE,N,2016,10
108,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-08,50.0,60.0,50.0,60.0,VIRGINIA,jbo,WHITE,N,2016,10
109,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-15,50.0,60.0,50.0,60.0,MARYLAND,jbo,WHITE,N,2016,10
110,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-15,40.0,60.0,40.0,60.0,MARYLAND,lge,WHITE,N,2016,10
111,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-15,40.0,60.0,40.0,60.0,MARYLAND,med,WHITE,N,2016,10
112,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-15,50.0,60.0,50.0,60.0,VIRGINIA,jbo,WHITE,N,2016,10
113,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-22,50.0,60.0,50.0,60.0,MARYLAND,jbo,WHITE,N,2016,10
114,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-22,40.0,60.0,40.0,60.0,MARYLAND,lge,WHITE,N,2016,10
115,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-22,50.0,60.0,50.0,60.0,VIRGINIA,jbo,WHITE,N,2016,10
116,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-29,50.0,60.0,50.0,60.0,MARYLAND,jbo,WHITE,N,2016,10
117,BALTIMORE,24 inch bins,BIG MACK TYPE,2016-10-29,50.0,60.0,50.0,60.0,VIRGINIA,jbo,WHITE,N,2016,10
118,BALTIMORE,24 inch bins,BIG MACK TYPE,2017-09-23,50.0,50.0,50.0,50.0,MARYLAND,jbo,WHITE,N,2017,9
119,BALTIMORE,24 inch bins,BIG MACK TYPE,2017-09-30,50.0,50.0,50.0,50.0,MARYLAND,jbo,WHITE,N,2017,9
120,BALTIMORE,24 inch bins,MIXED HEIRLOOM VARIETIES,2017-09-16,160.0,240.0,160.0,240.0,MARYLAND,sml,ORANGE,N,2017,9
121,BALTIMORE,24 inch bins,MIXED HEIRLOOM VARIETIES,2017-09-23,240.0,240.0,240.0,240.0,MARYLAND,sml,ORANGE,N,2017,9
122,BALTIMORE,24 inch bins,MIXED HEIRLOOM VARIETIES,2017-09-30,240.0,240.0,240.0,240.0,MARYLAND,sml,ORANGE,N,2017,9
123,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-09-24,18.0,18.0,18.0,18.0,MARYLAND,sml,WHITE,N,2016,9
124,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-09-24,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,9
125,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-01,18.0,18.0,18.0,18.0,MARYLAND,sml,WHITE,N,2016,10
126,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-01,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
127,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-01,17.0,17.0,17.0,17.0,OHIO,sml,WHITE,N,2016,10
128,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
129,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,18.0,15.0,18.0,MARYLAND,sml,WHITE,N,2016,10
130,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-08,16.0,17.0,16.0,17.0,OHIO,sml,WHITE,N,2016,10
131,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-08,16.0,18.0,16.0,18.0,VIRGINIA,sml,WHITE,N,2016,10
132,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-15,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
133,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-15,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
134,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-15,16.0,17.0,16.0,17.0,OHIO,sml,WHITE,N,2016,10
135,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-15,16.0,18.0,16.0,18.0,VIRGINIA,sml,WHITE,N,2016,10
136,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-22,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
137,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-22,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
138,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-22,16.0,17.0,16.0,17.0,OHIO,sml,WHITE,N,2016,10
139,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-22,16.0,18.0,16.0,18.0,VIRGINIA,sml,WHITE,N,2016,10
140,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-29,15.0,17.0,15.0,17.0,MARYLAND,sml,WHITE,N,2016,10
141,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-29,15.0,15.0,15.0,15.0,MARYLAND,sml,WHITE,N,2016,10
142,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-29,16.0,17.0,16.0,17.0,OHIO,sml,WHITE,N,2016,10
143,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-29,16.0,18.0,16.0,18.0,VIRGINIA,sml,WHITE,N,2016,10
144,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-11-05,16.0,17.0,16.0,17.0,OHIO,sml,WHITE,N,2016,11
145,BALTIMORE,1/2 bushel cartons,MINIATURE,2017-09-16,18.0,18.0,18.0,18.0,MARYLAND,sml,ORANGE,N,2017,9
146,BALTIMORE,1/2 bushel cartons,MINIATURE,2017-09-23,18.0,18.0,18.0,18.0,MARYLAND,sml,ORANGE,N,2017,9
147,BALTIMORE,1/2 bushel cartons,MINIATURE,2017-09-23,18.0,18.0,18.0,18.0,PENNSYLVANIA,sml,ORANGE,N,2017,9
148,BALTIMORE,1/2 bushel cartons,MINIATURE,2017-09-30,18.0,18.0,18.0,18.0,MARYLAND,sml,ORANGE,N,2017,9
149,BALTIMORE,1/2 bushel cartons,MINIATURE,2017-09-30,18.0,18.0,18.0,18.0,PENNSYLVANIA,sml,ORANGE,N,2017,9
150,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-09-24,15.0,15.0,15.0,15.0,MARYLAND,sml,ORANGE,N,2016,9
151,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-01,15.0,15.0,15.0,15.0,MARYLAND,sml,ORANGE,N,2016,10
152,BALTIMORE,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,15.0,15.0,15.0,MARYLAND,sml,ORANGE,N,2016,10
153,ATLANTA,24 inch bins,HOWDEN TYPE,2016-09-24,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,9
154,ATLANTA,24 inch bins,HOWDEN TYPE,2016-09-24,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,9
155,ATLANTA,24 inch bins,HOWDEN TYPE,2016-09-24,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,9
156,ATLANTA,24 inch bins,HOWDEN TYPE,2016-09-24,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,9
157,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-01,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,10
158,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-01,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,10
159,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-01,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,10
160,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-01,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,10
161,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-08,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,10
162,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-08,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,10
163,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-08,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,10
164,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-08,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,10
165,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-15,140.0,145.0,140.0,145.0,ALABAMA,med,ORANGE,N,2016,10
166,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-15,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,10
167,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-15,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,10
168,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-15,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,10
169,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-15,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,10
170,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-22,140.0,145.0,140.0,145.0,ALABAMA,med,ORANGE,N,2016,10
171,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-22,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,10
172,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-22,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,10
173,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-22,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,10
174,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-22,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,10
175,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-29,140.0,145.0,140.0,145.0,ALABAMA,med,ORANGE,N,2016,10
176,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-29,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,10
177,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-29,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,10
178,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-29,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,10
179,ATLANTA,24 inch bins,HOWDEN TYPE,2016-10-29,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,10
180,ATLANTA,24 inch bins,HOWDEN TYPE,2016-11-05,140.0,145.0,140.0,145.0,ALABAMA,med,ORANGE,N,2016,11
181,ATLANTA,24 inch bins,HOWDEN TYPE,2016-11-05,140.0,154.75,140.0,154.75,MICHIGAN,jbo,ORANGE,N,2016,11
182,ATLANTA,24 inch bins,HOWDEN TYPE,2016-11-05,145.0,154.75,145.0,154.75,MICHIGAN,xlge,ORANGE,N,2016,11
183,ATLANTA,24 inch bins,HOWDEN TYPE,2016-11-05,150.0,154.75,150.0,154.75,MICHIGAN,med-lge,ORANGE,N,2016,11
184,ATLANTA,24 inch bins,HOWDEN TYPE,2016-11-05,150.0,150.0,150.0,150.0,MICHIGAN,sml,ORANGE,N,2016,11
185,ATLANTA,36 inch bins,HOWDEN TYPE,2017-09-30,150.0,150.0,150.0,150.0,CANADA,med,ORANGE,N,2017,9
186,ATLANTA,36 inch bins,HOWDEN TYPE,2017-09-30,140.0,145.0,140.0,145.0,MICHIGAN,lge,ORANGE,N,2017,9
