,City Name,Package,Variety,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Item Size,Color,Repack,Year,Month,Average Price
28,1,5,5,2017-09-30,180.0,180.0,180.0,180.0,8,3,0,1,2017,9,180.0
29,1,5,2,2017-06-03,380.0,380.0,380.0,380.0,18,6,0,0,2017,6,380.0
30,1,5,2,2017-06-10,380.0,380.0,380.0,380.0,18,6,0,0,2017,6,380.0
31,1,5,2,2017-06-17,380.0,380.0,380.0,380.0,18,6,0,0,2017,6,380.0
32,1,5,2,2017-08-19,200.0,200.0,200.0,200.0,10,6,0,1,2017,8,200.0
33,1,5,2,2017-08-26,200.0,350.0,200.0,350.0,10,6,0,1,2017,8,275.0
34,1,5,2,2017-09-02,350.0,350.0,350.0,350.0,10,6,0,1,2017,9,350.0
35,1,5,2,2017-09-09,180.0,180.0,180.0,180.0,8,6,0,1,2017,9,180.0
36,1,5,2,2017-09-09,200.0,200.0,200.0,200.0,22,6,0,1,2017,9,200.0
37,1,5,2,2017-09-16,180.0,200.0,180.0,200.0,8,6,0,1,2017,9,190.0
38,1,5,2,2017-09-16,180.0,200.0,180.0,200.0,22,6,0,1,2017,9,190.0
39,1,5,2,2017-09-23,340.0,340.0,340.0,340.0,8,1,0,1,2017,9,340.0
40,1,5,2,2017-09-23,240.0,250.0,240.0,250.0,8,6,0,1,2017,9,245.0
41,1,5,2,2017-09-23,200.0,200.0,200.0,200.0,22,6,0,1,2017,9,200.0
42,1,5,2,2017-09-30,340.0,340.0,340.0,340.0,8,1,0,1,2017,9,340.0
43,1,5,2,2017-09-30,240.0,250.0,240.0,250.0,8,6,0,1,2017,9,245.0
44,1,5,2,2017-09-30,180.0,200.0,180.0,200.0,22,6,0,1,2017,9,190.0
45,1,10,2,2017-08-12,29.0,29.0,29.0,29.0,3,2,0,1,2017,8,29.0
46,1,10,2,2017-08-12,29.0,29.0,29.0,29.0,10,2,0,1,2017,8,29.0
47,1,10,2,2017-08-19,28.0,29.0,28.0,29.0,3,2,0,1,2017,8,28.5
48,1,10,2,2017-08-26,28.0,29.0,28.0,29.0,3,2,0,1,2017,8,28.5
49,1,10,2,2017-08-26,29.0,29.0,29.0,29.0,5,3,0,1,2017,8,29.0
50,1,10,2,2017-09-02,29.0,29.0,29.0,29.0,5,3,0,1,2017,9,29.0
51,1,10,2,2017-09-09,15.0,15.0,15.0,15.0,22,2,0,1,2017,9,15.0
52,1,10,2,2017-09-16,24.0,24.0,24.0,24.0,10,2,0,1,2017,9,24.0
53,1,10,2,2017-09-16,15.0,15.0,15.0,15.0,22,2,0,1,2017,9,15.0
54,1,5,3,2016-09-24,250.0,260.0,250.0,260.0,8,6,0,1,2016,9,255.0
55,1,5,3,2016-09-24,250.0,260.0,250.0,260.0,22,6,0,1,2016,9,255.0
56,1,5,3,2016-10-01,250.0,260.0,250.0,260.0,8,6,0,1,2016,10,255.0
57,1,5,3,2016-10-01,250.0,260.0,250.0,260.0,22,6,0,1,2016,10,255.0
58,1,5,3,2016-10-08,235.0,260.0,235.0,260.0,8,6,0,1,2016,10,247.5
59,1,5,3,2016-10-08,250.0,260.0,250.0,260.0,22,6,0,1,2016,10,255.0
60,1,5,3,2016-10-15,235.0,250.0,235.0,250.0,8,6,0,1,2016,10,242.5
61,1,5,3,2016-10-22,230.0,240.0,230.0,240.0,8,6,0,1,2016,10,235.0
62,1,5,3,2016-10-29,220.0,240.0,220.0,230.0,8,6,0,1,2016,10,230.0
63,1,5,3,2016-10-29,230.0,230.0,230.0,230.0,22,6,0,1,2016,10,230.0
64,1,5,3,2016-11-05,200.0,230.0,200.0,230.0,8,6,0,1,2016,11,215.0
65,1,5,3,2016-11-05,200.0,230.0,200.0,230.0,22,6,0,1,2016,11,215.0
66,1,5,3,2016-11-12,200.0,200.0,200.0,200.0,8,6,0,1,2016,11,200.0
67,1,5,3,2016-11-19,200.0,200.0,200.0,200.0,8,6,0,1,2016,11,200.0
68,1,5,3,2016-11-19,200.0,230.0,200.0,230.0,22,6,0,1,2016,11,215.0
69,1,5,3,2016-11-26,210.0,210.0,210.0,210.0,22,6,0,1,2016,11,210.0
70,1,0,9,2016-09-24,15.0,15.0,15.0,15.0,4,3,0,1,2016,9,15.0
71,1,0,9,2016-09-24,18.0,18.0,18.0,18.0,4,5,0,1,2016,9,18.0
72,1,0,9,2016-10-01,18.0,18.0,18.0,18.0,4,5,0,1,2016,10,18.0
73,1,0,9,2016-10-01,17.0,17.0,17.0,17.0,17,3,0,1,2016,10,17.0
74,1,0,9,2016-10-08,15.0,15.0,15.0,15.0,4,5,0,1,2016,10,15.0
75,1,0,9,2016-10-08,18.0,18.0,18.0,18.0,4,5,0,1,2016,10,18.0
76,1,0,9,2016-10-08,17.0,17.0,17.0,17.0,17,3,0,1,2016,10,17.0
77,1,0,9,2016-10-08,17.0,18.5,17.0,18.5,18,5,0,1,2016,10,17.75
78,1,0,9,2016-10-15,15.0,15.0,15.0,15.0,4,5,0,1,2016,10,15.0
79,1,0,9,2016-10-15,17.0,17.0,17.0,17.0,17,3,0,1,2016,10,17.0
80,1,0,9,2016-10-15,17.0,18.5,17.0,18.5,18,5,0,1,2016,10,17.75
81,1,0,9,2016-10-22,15.0,15.0,15.0,15.0,4,5,0,1,2016,10,15.0
82,1,0,9,2016-10-22,17.0,17.0,17.0,17.0,17,3,0,1,2016,10,17.0
83,1,0,9,2016-10-22,17.0,18.5,17.0,18.5,18,5,0,1,2016,10,17.75
84,1,0,9,2016-10-29,15.0,15.0,15.0,15.0,4,5,0,1,2016,10,15.0
85,1,0,9,2016-10-29,16.0,17.0,16.0,17.0,17,3,0,1,2016,10,16.5
86,1,0,9,2016-10-29,16.0,18.0,16.0,18.0,18,5,0,1,2016,10,17.0
87,1,0,9,2017-09-16,18.0,18.0,18.0,18.0,8,3,0,1,2017,9,18.0
88,1,0,9,2017-09-23,16.0,16.0,16.0,16.0,4,3,0,1,2017,9,16.0
89,1,0,9,2017-09-23,18.0,18.0,18.0,18.0,8,3,0,1,2017,9,18.0
90,1,0,9,2017-09-23,16.0,16.0,16.0,16.0,18,3,0,1,2017,9,16.0
91,1,0,9,2017-09-30,16.0,16.0,16.0,16.0,4,3,0,1,2017,9,16.0
92,1,0,9,2017-09-30,16.0,16.0,16.0,16.0,18,3,0,1,2017,9,16.0
93,1,5,9,2016-09-24,160.0,160.0,160.0,160.0,22,5,0,1,2016,9,160.0
94,1,5,9,2017-09-23,200.0,200.0,200.0,200.0,8,5,0,1,2017,9,200.0
95,1,5,9,2017-09-30,190.0,200.0,190.0,200.0,8,5,0,1,2017,9,195.0
96,1,5,0,2016-09-24,50.0,60.0,50.0,60.0,8,5,2,1,2016,9,55.0
97,1,5,0,2016-09-24,50.0,60.0,50.0,60.0,8,5,2,1,2016,9,55.0
98,1,5,0,2016-09-24,50.0,60.0,50.0,60.0,22,5,2,1,2016,9,55.0
99,1,5,0,2016-10-01,50.0,60.0,50.0,60.0,8,5,2,1,2016,10,55.0
100,1,5,0,2016-10-01,50.0,60.0,50.0,60.0,8,5,2,1,2016,10,55.0
101,1,5,0,2016-10-01,50.0,60.0,50.0,60.0,22,5,2,1,2016,10,55.0
102,1,5,0,2016-10-08,50.0,60.0,50.0,60.0,8,5,2,1,2016,10,55.0
103,1,5,0,2016-10-08,50.0,60.0,50.0,60.0,8,5,2,1,2016,10,55.0
104,1,5,0,2016-10-08,50.0,60.0,50.0,60.0,8,1,2,1,2016,10,55.0
105,1,5,0,2016-10-08,40.0,60.0,40.0,60.0,8,2,2,1,2016,10,50.0
106,1,5,0,2016-10-08,40.0,60.0,40.0,60.0,8,3,2,1,2016,10,50.0
107,1,5,0,2016-10-08,50.0,60.0,50.0,60.0,22,5,2,1,2016,10,55.0
108,1,5,0,2016-10-08,50.0,60.0,50.0,60.0,22,1,2,1,2016,10,55.0
109,1,5,0,2016-10-15,50.0,60.0,50.0,60.0,8,1,2,1,2016,10,55.0
110,1,5,0,2016-10-15,40.0,60.0,40.0,60.0,8,2,2,1,2016,10,50.0
111,1,5,0,2016-10-15,40.0,60.0,40.0,60.0,8,3,2,1,2016,10,50.0
112,1,5,0,2016-10-15,50.0,60.0,50.0,60.0,22,1,2,1,2016,10,55.0
113,1,5,0,2016-10-22,50.0,60.0,50.0,60.0,8,1,2,1,2016,10,55.0
114,1,5,0,2016-10-22,40.0,60.0,40.0,60.0,8,2,2,1,2016,10,50.0
115,1,5,0,2016-10-22,50.0,60.0,50.0,60.0,22,1,2,1,2016,10,55.0
116,1,5,0,2016-10-29,50.0,60.0,50.0,60.0,8,1,2,1,2016,10,55.0
117,1,5,0,2016-10-29,50.0,60.0,50.0,60.0,22,1,2,1,2016,10,55.0
118,1,5,0,2017-09-23,50.0,50.0,50.0,50.0,8,1,2,1,2017,9,50.0
119,1,5,0,2017-09-30,50.0,50.0,50.0,50.0,8,1,2,1,2017,9,50.0
120,1,5,8,2017-09-16,160.0,240.0,160.0,240.0,8,5,0,1,2017,9,200.0
121,1,5,8,2017-09-23,240.0,240.0,240.0,240.0,8,5,0,1,2017,9,240.0
122,1,5,8,2017-09-30,240.0,240.0,240.0,240.0,8,5,0,1,2017,9,240.0
123,1,2,7,2016-09-24,18.0,18.0,18.0,18.0,8,5,2,1,2016,9,18.0
124,1,2,7,2016-09-24,15.0,15.0,15.0,15.0,8,5,2,1,2016,9,15.0
125,1,2,7,2016-10-01,18.0,18.0,18.0,18.0,8,5,2,1,2016,10,18.0
126,1,2,7,2016-10-01,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
127,1,2,7,2016-10-01,17.0,17.0,17.0,17.0,17,5,2,1,2016,10,17.0
128,1,2,7,2016-10-08,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
129,1,2,7,2016-10-08,15.0,18.0,15.0,18.0,8,5,2,1,2016,10,16.5
130,1,2,7,2016-10-08,16.0,17.0,16.0,17.0,17,5,2,1,2016,10,16.5
131,1,2,7,2016-10-08,16.0,18.0,16.0,18.0,22,5,2,1,2016,10,17.0
132,1,2,7,2016-10-15,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
133,1,2,7,2016-10-15,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
134,1,2,7,2016-10-15,16.0,17.0,16.0,17.0,17,5,2,1,2016,10,16.5
135,1,2,7,2016-10-15,16.0,18.0,16.0,18.0,22,5,2,1,2016,10,17.0
136,1,2,7,2016-10-22,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
137,1,2,7,2016-10-22,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
138,1,2,7,2016-10-22,16.0,17.0,16.0,17.0,17,5,2,1,2016,10,16.5
139,1,2,7,2016-10-22,16.0,18.0,16.0,18.0,22,5,2,1,2016,10,17.0
140,1,2,7,2016-10-29,15.0,17.0,15.0,17.0,8,5,2,1,2016,10,16.0
141,1,2,7,2016-10-29,15.0,15.0,15.0,15.0,8,5,2,1,2016,10,15.0
142,1,2,7,2016-10-29,16.0,17.0,16.0,17.0,17,5,2,1,2016,10,16.5
143,1,2,7,2016-10-29,16.0,18.0,16.0,18.0,22,5,2,1,2016,10,17.0
144,1,2,7,2016-11-05,16.0,17.0,16.0,17.0,17,5,2,1,2016,11,16.5
145,1,2,7,2017-09-16,18.0,18.0,18.0,18.0,8,5,0,1,2017,9,18.0
146,1,2,7,2017-09-23,18.0,18.0,18.0,18.0,8,5,0,1,2017,9,18.0
147,1,2,7,2017-09-23,18.0,18.0,18.0,18.0,18,5,0,1,2017,9,18.0
148,1,2,7,2017-09-30,18.0,18.0,18.0,18.0,8,5,0,1,2017,9,18.0
149,1,2,7,2017-09-30,18.0,18.0,18.0,18.0,18,5,0,1,2017,9,18.0
150,1,2,7,2016-09-24,15.0,15.0,15.0,15.0,8,5,0,1,2016,9,15.0
151,1,2,7,2016-10-01,15.0,15.0,15.0,15.0,8,5,0,1,2016,10,15.0
152,1,2,7,2016-10-08,15.0,15.0,15.0,15.0,8,5,0,1,2016,10,15.0
153,0,5,4,2016-09-24,140.0,154.75,140.0,154.75,11,1,0,1,2016,9,147.375
154,0,5,4,2016-09-24,145.0,154.75,145.0,154.75,11,6,0,1,2016,9,149.875
155,0,5,4,2016-09-24,150.0,154.75,150.0,154.75,11,4,0,1,2016,9,152.375
156,0,5,4,2016-09-24,150.0,150.0,150.0,150.0,11,5,0,1,2016,9,150.0
157,0,5,4,2016-10-01,140.0,154.75,140.0,154.75,11,1,0,1,2016,10,147.375
158,0,5,4,2016-10-01,145.0,154.75,145.0,154.75,11,6,0,1,2016,10,149.875
159,0,5,4,2016-10-01,150.0,154.75,150.0,154.75,11,4,0,1,2016,10,152.375
160,0,5,4,2016-10-01,150.0,150.0,150.0,150.0,11,5,0,1,2016,10,150.0
161,0,5,4,2016-10-08,140.0,154.75,140.0,154.75,11,1,0,1,2016,10,147.375
162,0,5,4,2016-10-08,145.0,154.75,145.0,154.75,11,6,0,1,2016,10,149.875
163,0,5,4,2016-10-08,150.0,154.75,150.0,154.75,11,4,0,1,2016,10,152.375
164,0,5,4,2016-10-08,150.0,150.0,150.0,150.0,11,5,0,1,2016,10,150.0
165,0,5,4,2016-10-15,140.0,145.0,140.0,145.0,0,3,0,1,2016,10,142.5
166,0,5,4,2016-10-15,140.0,154.75,140.0,154.75,11,1,0,1,2016,10,147.375
167,0,5,4,2016-10-15,145.0,154.75,145.0,154.75,11,6,0,1,2016,10,149.875
168,0,5,4,2016-10-15,150.0,154.75,150.0,154.75,11,4,0,1,2016,10,152.375
169,0,5,4,2016-10-15,150.0,150.0,150.0,150.0,11,5,0,1,2016,10,150.0
170,0,5,4,2016-10-22,140.0,145.0,140.0,145.0,0,3,0,1,2016,10,142.5
171,0,5,4,2016-10-22,140.0,154.75,140.0,154.75,11,1,0,1,2016,10,147.375
172,0,5,4,2016-10-22,145.0,154.75,145.0,154.75,11,6,0,1,2016,10,149.875
173,0,5,4,2016-10-22,150.0,154.75,150.0,154.75,11,4,0,1,2016,10,152.375
174,0,5,4,2016-10-22,150.0,150.0,150.0,150.0,11,5,0,1,2016,10,150.0
175,0,5,4,2016-10-29,140.0,145.0,140.0,145.0,0,3,0,1,2016,10,142.5
176,0,5,4,2016-10-29,140.0,154.75,140.0,154.75,11,1,0,1,2016,10,147.375
177,0,5,4,2016-10-29,145.0,154.75,145.0,154.75,11,6,0,1,2016,10,149.875
178,0,5,4,2016-10-29,150.0,154.75,150.0,154.75,11,4,0,1,2016,10,152.375
179,0,5,4,2016-10-29,150.0,150.0,150.0,150.0,11,5,0,1,2016,10,150.0
180,0,5,4,2016-11-05,140.0,145.0,140.0,145.0,0,3,0,1,2016,11,142.5
181,0,5,4,2016-11-05,140.0,154.75,140.0,154.75,11,1,0,1,2016,11,147.375
182,0,5,4,2016-11-05,145.0,154.75,145.0,154.75,11,6,0,1,2016,11,149.875
183,0,5,4,2016-11-05,150.0,154.75,150.0,154.75,11,4,0,1,2016,11,152.375
184,0,5,4,2016-11-05,150.0,150.0,150.0,150.0,11,5,0,1,2016,11,150.0
185,0,7,4,2017-09-30,150.0,150.0,150.0,150.0,2,3,0,1,2017,9,150.0
186,0,7,4,2017-09-30,140.0,145.0,140.0,145.0,11,2,0,1,2017,9,142.5
187,0,7,4,2017-09-30,140.0,140.0,140.0,140.0,19,2,0,1,2017,9,140.0
188,0,0,9,2016-11-05,14.5,15.0,14.5,15.0,11,5,0,1,2016,11,14.75
189,0,0,9,2016-11-12,14.5,15.0,14.5,15.0,11,5,0,1,2016,11,14.75
190,0,0,9,2016-11-19,14.5,15.0,14.5,15.0,11,5,0,1,2016,11,14.75
191,0,0,9,2016-11-26,14.5,15.0,14.5,15.0,11,5,0,1,2016,11,14.75
192,0,5,9,2016-09-24,135.0,135.0,135.0,135.0,16,5,0,1,2016,9,135.0
193,0,5,9,2016-10-01,135.0,135.0,135.0,135.0,16,5,0,1,2016,10,135.0
194,0,5,9,2016-10-08,135.0,135.0,135.0,135.0,16,5,0,1,2016,10,135.0
195,0,5,9,2016-10-15,135.0,135.0,135.0,135.0,16,5,0,1,2016,10,135.0
196,0,5,9,2016-10-22,135.0,135.0,135.0,135.0,16,5,0,1,2016,10,135.0
197,0,5,9,2016-10-29,135.0,135.0,135.0,135.0,16,5,0,1,2016,10,135.0
198,0,5,9,2016-11-05,123.5,135.0,123.5,135.0,16,5,0,1,2016,11,129.25
199,0,5,9,2016-11-12,123.5,135.0,123.5,135.0,16,5,0,1,2016,11,129.25
200,0,5,9,2016-11-19,123.5,135.0,123.5,135.0,16,5,0,1,2016,11,129.25
201,0,5,9,2016-11-26,123.5,135.0,123.5,135.0,16,5,0,1,2016,11,129.25
202,0,7,9,2016-09-24,210.0,286.0,210.0,286.0,11,5,0,1,2016,9,248.0
203,0,7,9,2016-10-01,210.0,286.0,210.0,286.0,11,5,0,1,2016,10,248.0
204,0,7,9,2016-10-08,210.0,286.0,210.0,286.0,11,5,0,1,2016,10,248.0
205,0,7,9,2016-10-15,210.0,286.0,210.0,286.0,11,5,0,1,2016,10,248.0
206,0,7,9,2016-10-22,210.0,286.0,210.0,286.0,11,5,0,1,2016,10,248.0
207,0,7,9,2016-10-29,210.0,286.0,210.0,286.0,11,5,0,1,2016,10,248.0
208,0,7,9,2016-11-05,210.0,286.0,210.0,286.0,11,5,0,1,2016,11,248.0
209,0,0,7,2017-09-30,16.5,18.0,16.5,16.75,19,5,0,1,2017,9,17.25
210,2,7,4,2016-09-24,160.0,200.0,165.0,165.0,2,0,0,1,2016,9,180.0
211,2,7,4,2016-09-24,160.0,200.0,165.0,165.0,2,1,0,1,2016,9,180.0
212,2,7,4,2016-09-24,160.0,200.0,165.0,165.0,2,6,0,1,2016,9,180.0
213,2,7,4,2016-09-24,160.0,200.0,165.0,165.0,2,6,0,1,2016,9,180.0
214,2,7,4,2016-09-24,160.0,180.0,165.0,165.0,2,2,0,1,2016,9,170.0
215,2,7,4,2016-09-24,160.0,180.0,160.0,165.0,2,2,0,1,2016,9,170.0
216,2,7,4,2016-09-24,140.0,160.0,150.0,160.0,2,4,0,1,2016,9,150.0
217,2,7,4,2016-09-24,140.0,160.0,150.0,150.0,2,3,0,1,2016,9,150.0
218,2,7,4,2016-09-24,140.0,160.0,140.0,140.0,2,5,0,1,2016,9,150.0
219,2,7,4,2016-09-24,200.0,225.0,225.0,225.0,9,1,0,1,2016,9,212.5
220,2,7,4,2016-09-24,180.0,225.0,200.0,200.0,9,6,0,1,2016,9,202.5
221,2,7,4,2016-09-24,180.0,225.0,200.0,200.0,9,2,0,1,2016,9,202.5
222,2,7,4,2016-09-24,180.0,225.0,180.0,200.0,9,4,0,1,2016,9,202.5
223,2,7,4,2016-09-24,180.0,225.0,180.0,190.0,9,3,0,1,2016,9,202.5
224,2,7,4,2016-09-24,180.0,225.0,180.0,180.0,9,5,0,1,2016,9,202.5
225,2,7,4,2016-09-24,170.0,180.0,180.0,180.0,11,1,0,1,2016,9,175.0
226,2,7,4,2016-09-24,170.0,180.0,175.0,180.0,11,6,0,1,2016,9,175.0
227,2,7,4,2016-09-24,140.0,160.0,150.0,150.0,18,6,0,1,2016,9,150.0
228,2,7,4,2016-09-24,140.0,160.0,150.0,150.0,18,2,0,1,2016,9,150.0
229,2,7,4,2016-10-01,160.0,200.0,165.0,165.0,2,0,0,1,2016,10,180.0
230,2,7,4,2016-10-01,160.0,200.0,165.0,165.0,2,1,0,1,2016,10,180.0
231,2,7,4,2016-10-01,160.0,200.0,165.0,165.0,2,6,0,1,2016,10,180.0
232,2,7,4,2016-10-01,160.0,200.0,165.0,165.0,2,6,0,1,2016,10,180.0
233,2,7,4,2016-10-01,160.0,180.0,165.0,165.0,2,2,0,1,2016,10,170.0
234,2,7,4,2016-10-01,160.0,180.0,160.0,165.0,2,2,0,1,2016,10,170.0
235,2,7,4,2016-10-01,140.0,160.0,150.0,160.0,2,4,0,1,2016,10,150.0
236,2,7,4,2016-10-01,140.0,160.0,150.0,150.0,2,3,0,1,2016,10,150.0
237,2,7,4,2016-10-01,140.0,160.0,140.0,140.0,2,5,0,1,2016,10,150.0
238,2,7,4,2016-10-01,200.0,225.0,225.0,225.0,9,1,0,1,2016,10,212.5
239,2,7,4,2016-10-01,180.0,225.0,200.0,200.0,9,6,0,1,2016,10,202.5
240,2,7,4,2016-10-01,180.0,225.0,200.0,200.0,9,2,0,1,2016,10,202.5
241,2,7,4,2016-10-01,180.0,225.0,180.0,200.0,9,4,0,1,2016,10,202.5
242,2,7,4,2016-10-01,180.0,225.0,180.0,190.0,9,3,0,1,2016,10,202.5
243,2,7,4,2016-10-01,180.0,225.0,180.0,180.0,9,5,0,1,2016,10,202.5
244,2,7,4,2016-10-01,170.0,180.0,180.0,180.0,11,1,0,1,2016,10,175.0
245,2,7,4,2016-10-01,170.0,180.0,175.0,180.0,11,6,0,1,2016,10,175.0
246,2,7,4,2016-10-01,140.0,160.0,150.0,150.0,18,6,0,1,2016,10,150.0
247,2,7,4,2016-10-01,140.0,160.0,150.0,150.0,18,2,0,1,2016,10,150.0
248,2,7,4,2016-10-08,160.0,200.0,165.0,165.0,2,0,0,1,2016,10,180.0
249,2,7,4,2016-10-08,160.0,200.0,165.0,165.0,2,1,0,1,2016,10,180.0
250,2,7,4,2016-10-08,160.0,200.0,165.0,165.0,2,6,0,1,2016,10,180.0
251,2,7,4,2016-10-08,160.0,200.0,165.0,165.0,2,6,0,1,2016,10,180.0
252,2,7,4,2016-10-08,160.0,180.0,160.0,165.0,2,2,0,1,2016,10,170.0
253,2,7,4,2016-10-08,160.0,180.0,165.0,165.0,2,2,0,1,2016,10,170.0
254,2,7,4,2016-10-08,140.0,160.0,150.0,160.0,2,4,0,1,2016,10,150.0
255,2,7,4,2016-10-08,140.0,160.0,150.0,150.0,2,3,0,1,2016,10,150.0
256,2,7,4,2016-10-08,140.0,160.0,140.0,140.0,2,5,0,1,2016,10,150.0
257,2,7,4,2016-10-08,200.0,225.0,225.0,225.0,9,1,0,1,2016,10,212.5
258,2,7,4,2016-10-08,180.0,225.0,200.0,200.0,9,6,0,1,2016,10,202.5
259,2,7,4,2016-10-08,180.0,225.0,200.0,200.0,9,2,0,1,2016,10,202.5
260,2,7,4,2016-10-08,180.0,225.0,180.0,200.0,9,4,0,1,2016,10,202.5
261,2,7,4,2016-10-08,180.0,225.0,180.0,190.0,9,3,0,1,2016,10,202.5
262,2,7,4,2016-10-08,180.0,225.0,180.0,180.0,9,5,0,1,2016,10,202.5
263,2,7,4,2016-10-08,170.0,180.0,180.0,180.0,11,1,0,1,2016,10,175.0
264,2,7,4,2016-10-08,170.0,180.0,175.0,180.0,11,6,0,1,2016,10,175.0
265,2,7,4,2016-10-08,140.0,160.0,150.0,150.0,18,6,0,1,2016,10,150.0
266,2,7,4,2016-10-08,140.0,160.0,150.0,150.0,18,2,0,1,2016,10,150.0
267,2,7,4,2016-10-15,160.0,200.0,165.0,165.0,2,0,0,1,2016,10,180.0
268,2,7,4,2016-10-15,160.0,200.0,165.0,165.0,2,1,0,1,2016,10,180.0
269,2,7,4,2016-10-15,160.0,200.0,165.0,165.0,2,6,0,1,2016,10,180.0
270,2,7,4,2016-10-15,160.0,200.0,165.0,165.0,2,6,0,1,2016,10,180.0
271,2,7,4,2016-10-15,160.0,180.0,165.0,165.0,2,2,0,1,2016,10,170.0
272,2,7,4,2016-10-15,160.0,180.0,160.0,165.0,2,2,0,1,2016,10,170.0
273,2,7,4,2016-10-15,140.0,160.0,150.0,160.0,2,4,0,1,2016,10,150.0
274,2,7,4,2016-10-15,140.0,160.0,150.0,150.0,2,3,0,1,2016,10,150.0
275,2,7,4,2016-10-15,140.0,160.0,140.0,140.0,2,5,0,1,2016,10,150.0
276,2,7,4,2016-10-15,200.0,225.0,225.0,225.0,9,1,0,1,2016,10,212.5
277,2,7,4,2016-10-15,180.0,225.0,200.0,200.0,9,6,0,1,2016,10,202.5
278,2,7,4,2016-10-15,180.0,225.0,200.0,200.0,9,2,0,1,2016,10,202.5
279,2,7,4,2016-10-15,180.0,225.0,180.0,200.0,9,4,0,1,2016,10,202.5
280,2,7,4,2016-10-15,180.0,225.0,180.0,190.0,9,3,0,1,2016,10,202.5
281,2,7,4,2016-10-15,180.0,225.0,180.0,180.0,9,5,0,1,2016,10,202.5
282,2,7,4,2016-10-15,170.0,180.0,180.0,180.0,11,1,0,1,2016,10,175.0
283,2,7,4,2016-10-15,170.0,180.0,175.0,180.0,11,6,0,1,2016,10,175.0
284,2,7,4,2016-10-15,140.0,160.0,150.0,150.0,18,6,0,1,2016,10,150.0
285,2,7,4,2016-10-15,140.0,160.0,150.0,150.0,18,2,0,1,2016,10,150.0
286,2,7,4,2016-10-22,150.0,200.0,160.0,160.0,2,0,0,1,2016,10,175.0
287,2,7,4,2016-10-22,160.0,200.0,160.0,165.0,2,1,0,1,2016,10,180.0
288,2,7,4,2016-10-22,150.0,200.0,150.0,165.0,2,6,0,1,2016,10,175.0
